NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	1	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	2	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	3	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	4	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	5	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	6	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	7	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	8	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	9	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	10	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	11	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	12	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	13	0
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	14	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	15	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	16	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	17	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	18	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	19	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	20	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	21	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	22	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	23	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	24	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	25	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	26	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	27	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	28	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	29	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	30	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	31	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	32	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	33	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	34	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	35	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	36	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	37	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	38	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	39	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	40	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	41	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	42	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	43	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	44	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	45	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	46	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	47	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	48	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	49	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	50	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	51	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	52	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	53	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	54	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	55	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	56	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	57	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	58	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	59	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	60	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	61	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	62	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	63	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	64	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	65	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	66	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	67	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	68	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	69	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	70	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	71	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	72	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	73	1
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	74	2
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	75	2
NS|PP755593.1|A/cattle/Texas/24-008749-003/2024(H5N1)	76	2
